uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
110069,27,Male,Floor Supervisor,Greece,United Arab Emirates,5+ years,"English, German, Greek, Russian","Computing Skills, Confidence, Decision Making, Management Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",08/26/2018,06/23/2020
85359,30,Male,"Waiter /Waitress, Head Host/Hostess, VIP Waiter/Waitress",Kenya,United Arab Emirates, 4 years,"English, Kikuyu, Swahili","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/11/2017,06/23/2020
105435,45,Male,"Floor Supervisor, Head Host/Hostess, Waiter /Waitress",Zimbabwe,United Arab Emirates,10+ years,English,"Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",07/17/2018,06/23/2020
148374,28,Female,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Floor Supervisor, Promoter",Turkmenistan,United Arab Emirates,3 years,"English, Russian","Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Management Skills, Marketing Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure",04/20/2019,06/23/2020
243324,36,Male,"Waiter /Waitress, Runner / Commis, Bar Supervisor, Cocktail Waiter/Waitress, Customer Service",Kenya,United Arab Emirates,3 years,English,"Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Team Work Skills",06/12/2020,06/23/2020
206341,41,Male,Waiter /Waitress,Philippines,United Arab Emirates,10+ years,"English, Filipino","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Time Management, Work Under  Pressure, Written Communication",02/18/2020,06/23/2020
244412,28,Male,Personal Assistant,Slovakia,United Kingdom,,,,06/14/2020,06/23/2020
194525,29,Male,Floor Supervisor,Egypt,United Arab Emirates,5+ years,"Arabic, English",,11/28/2019,06/23/2020
79403,32,Female,"Host/Hostess, Bartender / Barmaid, Waiter /Waitress, Cocktail Waiter/Waitress, Social Media Expert, VIP Waiter/Waitress",Zimbabwe,South Africa,5+ years,"English, North Ndebele, Setswana, Shona, Xhosa, Zulu","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",10/20/2017,06/23/2020
134442,31,Male,"Bartender / Barmaid, Bar Back",Philippines,United Arab Emirates, 4 years,English,"Computing Skills, Confidence, Decision Making, Flexibility, Leadership  Skills, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",01/13/2019,06/23/2020
110942,32,Female,"Cabin Crew, Head Host/Hostess, Model, Personal Assistant, Receptionist, VIP Waiter/Waitress",Spain,Spain,5+ years,"Catalan, Chinese, Simplified, English, French, Spanish","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Proactive, Problem Solving, Self Motivated",08/30/2018,06/23/2020
73040,27,Male,"Assistant Restaurant Manager, Floor Supervisor",Ukraine,United Arab Emirates, 4 years,"English, Russian, Ukrainian","Communication Skills, Confidence, Flexibility, Leadership  Skills, Self Motivated, Time Management, Work Under  Pressure",08/06/2017,06/23/2020
118528,25,Male,"Bar Supervisor, Bartender / Barmaid, VIP Waiter/Waitress, Waiter /Waitress",Philippines,United Arab Emirates, 4 years,"English, Filipino, French, Japanese","Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",09/27/2018,06/23/2020
155946,37,Male,"Bartender / Barmaid, Sales, Cabin Crew, Customer Service, Retail Sales Executive, Sales Coordinator",Zimbabwe,United Arab Emirates,5+ years,"English, Shona","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Negotiation Skills, Numeracy Skills, Persuading, Problem Solving, Team Work Skills, Work Under  Pressure, Written Communication",06/17/2019,06/23/2020
244376,32,Male,"Receptionist, Sales, Administrations, Customer Service, Office Manager, Reservations Manager",Egypt,United Arab Emirates,5+ years,"Arabic, English",,06/14/2020,06/23/2020
223341,28,Female,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Guest Relations Agent",Algeria,United Arab Emirates, 4 years,"Arabic, English, French, Russian","Communication Skills, Computing Skills, Creativity, Decision Making, Flexibility, IT Skills, Language Skills, Management Skills, Marketing Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Written Communication",04/22/2020,06/23/2020
243464,28,Male,"Bartender / Barmaid, Waiter /Waitress, Sales, Bar Back, Barista, Cocktail Waiter/Waitress",United Arab Emirates,United Arab Emirates,5+ years,English,"Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Marketing Skills, Persuading, Self Motivated, Work Under  Pressure",06/12/2020,06/23/2020
192823,24,Female,"Host/Hostess, Assistant Club Manager, Assistant Restaurant Manager, Bar Supervisor, Barista, Head Host/Hostess",Russia,United Arab Emirates, 4 years,"English, German, Russian, Turkish","Adaptability, Communication Skills, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management",11/20/2019,06/23/2020
247963,51,Male,"Waiter /Waitress, Runner / Commis, Bar Back, Barista, Butler, Cocktail Waiter/Waitress",Kenya,Bahrain,10+ years,"English, German",,06/23/2020,06/23/2020
158405,27,Male,"Waiter /Waitress, Sales, Assistant Restaurant Manager, VIP Waiter/Waitress",Russia,Russia,5+ years,"English, Persian, Russian, Tajik","Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Management Skills, Marketing Skills, Organisation Skills, Team Work Skills",07/01/2019,06/23/2020
242888,25,Female,"Personal Assistant, Receptionist, Sales, Assistant General Manager, Assistant Restaurant Manager, Model",Belarus,United Arab Emirates,5+ years,"English, Russian","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Marketing Skills, Organisation Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/11/2020,06/23/2020
177733,21,Female,"Dancer, Host/Hostess, Sales",Belarus,United Arab Emirates,3 years,"English, Russian","Adaptability, Flexibility, IT Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",09/22/2019,06/23/2020
243829,34,Male,"Sales, Cashier, Customer Service, Driver, Retail Sales Executive, Security",Kenya,United Arab Emirates,10+ years,"English, Swahili","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Work Under  Pressure",06/13/2020,06/23/2020
132440,22,Female,"Administrations, Head Host/Hostess, Host/Hostess, Personal Assistant, Real Estate Agent, Reservations",Russia,United Arab Emirates, 4 years,"English, Russian","Communication Skills, Computing Skills, Language Skills, Management Skills, Team Work Skills, Written Communication",01/02/2019,06/23/2020
242885,29,Female,"Administrations, Cabin Crew, Dancer, Events Coordinator, Model, Promoter",Venezuela,United Arab Emirates, 4 years,"English, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Decision Making, Language Skills, Problem Solving, Team Work Skills",06/11/2020,06/23/2020
177269,30,Female,"Assistant Reservation Manager, Head Host/Hostess, Model, Receptionist, Reservations Manager",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Communication Skills, Creativity, Flexibility, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills",09/19/2019,06/23/2020
181354,25,Female,"Personal Assistant, Administrations, HR coordinator, HR executive, HR Officer",United Kingdom,United Kingdom,5+ years,English,"Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",10/07/2019,06/23/2020
115517,25,Female,"Floor Supervisor, Personal Assistant",Russia,United Arab Emirates,5+ years,"Bashkir, English, Russian, Turkish","Creativity, Flexibility, Language Skills, Management Skills, Organisation Skills, Problem Solving, Time Management",09/11/2018,06/23/2020
187658,26,Male,"Waiter /Waitress, Sales, Assistant Restaurant Manager, Restaurant Manager, Sales Manager",Georgia,United Arab Emirates,5+ years,"English, Russian","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Organisation Skills, Self Motivated",10/28/2019,06/23/2020
179142,24,Female,"Host/Hostess, Waiter /Waitress, Personal Assistant, Customer Service, Head Host/Hostess, VIP Waiter/Waitress",Kazakhstan,United Arab Emirates,5+ years,"English, Kazakh, Russian, Turkish","Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Language Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",09/28/2019,06/23/2020
144163,33,Male,"Bar Manager, Bar Supervisor, Bartender / Barmaid",Egypt,United Arab Emirates,10+ years,"Arabic, English","Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",03/18/2019,06/23/2020
135850,27,Male,Waiter /Waitress,Philippines,United Arab Emirates,5+ years,"English, Filipino",,01/22/2019,06/23/2020
195659,28,Female,"Host/Hostess, Personal Assistant",Croatia,Croatia,5+ years,"Croatian, English, German",,12/04/2019,06/23/2020
89670,32,Female,"Host/Hostess, Personal Assistant, Receptionist, Customer Service, Floor Supervisor, Guest Relations Agent",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Adaptability, Communication Skills, Computing Skills, Confidence, Flexibility, IT Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",01/20/2018,06/23/2020
87019,25,Male,"Cabin Crew, Floor Supervisor, Promoter, Receptionist, Sommelier",Morocco,United Arab Emirates,10+ years,"Arabic, English, French","Communication Skills, Confidence, Creativity, Decision Making, Flexibility, IT Skills, Language Skills, Management Skills, Persuading, Team Work Skills, Work Under  Pressure",12/27/2017,06/23/2020
121747,29,Male,"Waiter /Waitress, Personal Assistant, Assistant Restaurant Manager, Cabin Crew, Floor Supervisor, VIP Waiter/Waitress",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",10/20/2018,06/23/2020
164023,34,Male,"Assistant Club Manager, Assistant Door Manager, Assistant Restaurant Manager, Floor Manager",Algeria,United Arab Emirates,10+ years,"Arabic, English, French","Communication Skills, Flexibility, Language Skills, Leadership  Skills, Proactive, Problem Solving, Self Motivated",07/25/2019,06/23/2020
247255,31,Female,"Personal Assistant, Receptionist, Administrations, Butler, Cabin Crew, Office Manager",Australia,United Arab Emirates,10+ years,English,,06/21/2020,06/23/2020
241921,28,Male,"Host/Hostess, Personal Assistant, Receptionist, Sales, Assistant Restaurant Manager, Customer Service",Algeria,United Arab Emirates,5+ years,"Arabic, English, French","Adaptability, Communication Skills, Confidence, Language Skills, Team Work Skills, Work Under  Pressure",06/08/2020,06/23/2020
31205,34,Female,"Personal Assistant, Assistant General Manager, Assistant Restaurant Manager, Customer Service, Floor Manager",Lithuania,United Arab Emirates,10+ years,"Belarusian, English, Italian, Lithuanian, Russian","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",07/12/2015,06/23/2020
